candidate_id,stage,layer_z,led_t,roi_x0,roi_y0,roi_x1,roi_y1,roi_area_pixels,roi_mean,roi_std,roi_p01,roi_p50,roi_p99,roi_full_scale_fraction,roi_valid_fraction,pair_mean_abs_difference
inner_450_450_1550_1550,A,250,1,450,450,1550,1550,1210000,56487.12905041323,10705.585312156494,28246.0,60798.0,65535.0,0.3490644628099174,0.6509355371900827,3740.43896484375
inner_450_450_1550_1550,B,250,1,450,450,1550,1550,1210000,59140.7176107438,9627.658952167303,31207.0,65535.0,65535.0,0.528502479338843,0.471497520661157,3740.43896484375
upper_350_250_1650_1550,A,250,1,350,250,1650,1550,1690000,55511.89010177515,11643.86188609664,24758.0,60062.0,65535.0,0.33531420118343197,0.664685798816568,3426.1669921875
upper_350_250_1650_1550,B,250,1,350,250,1650,1550,1690000,57804.64178106509,11027.717982799242,26086.0,65519.0,65535.0,0.49955562130177517,0.5004443786982249,3426.1669921875
lower_350_450_1650_1750,A,250,1,350,450,1650,1750,1690000,54210.88910828402,11815.594866542111,24582.0,57742.0,65535.0,0.2881390532544379,0.7118609467455621,4174.2392578125
lower_350_450_1650_1750,B,250,1,350,450,1650,1750,1690000,57475.53631183432,10851.14964478982,27334.0,64063.0,65535.0,0.46215739644970416,0.5378426035502959,4174.2392578125
wide_250_250_1750_1750,A,250,2,250,250,1750,1750,2250000,53017.38561733333,14166.38834022238,12002.0,56685.0,65535.0,0.38836,0.61164,5885.16943359375
wide_250_250_1750_1750,B,250,2,250,250,1750,1750,2250000,52108.863928,15102.828443475053,12611.0,56125.0,65535.0,0.37650222222222224,0.6234977777777777,5885.16943359375
inner_350_350_1650_1650,A,250,2,350,350,1650,1650,1690000,54969.64626035503,12119.35456939735,16852.0,58446.0,65535.0,0.3963319526627219,0.6036680473372781,5090.9833984375
inner_350_350_1650_1650,B,250,2,350,350,1650,1650,1690000,55366.06298284024,12554.436155379313,16211.0,60030.0,65535.0,0.4204,0.5796,5090.9833984375
inner_450_450_1550_1550,A,250,2,450,450,1550,1550,1210000,57017.372387603304,9731.075126049494,27974.0,60446.0,65535.0,0.41164628099173556,0.5883537190082644,5270.34326171875
inner_450_450_1550_1550,B,250,2,450,450,1550,1550,1210000,57496.77272479339,10915.948540518333,17508.0,63247.0,65535.0,0.46220578512396693,0.5377942148760331,5270.34326171875
upper_350_250_1650_1550,A,250,2,350,250,1650,1550,1690000,56500.11586627219,11995.236365392922,16596.0,63247.0,65535.0,0.46955562130177514,0.5304443786982249,4683.2041015625
upper_350_250_1650_1550,B,250,2,350,250,1650,1550,1690000,56593.30557692308,12593.25368404755,16211.0,64783.0,65535.0,0.4901313609467456,0.5098686390532544,4683.2041015625
lower_350_450_1650_1750,A,250,2,350,450,1650,1750,1690000,53519.29848579882,11987.212006451085,18308.0,54989.0,65535.0,0.33120650887573966,0.6687934911242603,5442.55859375
lower_350_450_1650_1750,B,250,2,350,450,1650,1750,1690000,54096.127965680476,12420.332521949927,16468.0,56685.0,65535.0,0.35787041420118343,0.6421295857988165,5442.55859375
wide_250_250_1750_1750,A,250,3,250,250,1750,1750,2250000,36172.90736088889,9207.966340088311,12851.0,35064.0,57133.0,0.00039644444444444444,0.9996035555555556,6882.23828125
wide_250_250_1750_1750,B,250,3,250,250,1750,1750,2250000,41376.287364888885,11992.4069385329,11922.0,40169.0,65535.0,0.01870311111111111,0.9812968888888889,6882.23828125
inner_350_350_1650_1650,A,250,3,350,350,1650,1650,1690000,36690.5298739645,7935.437649807632,16756.0,35544.0,55165.0,0.00019644970414201183,0.999803550295858,7108.9580078125
inner_350_350_1650_1650,B,250,3,350,350,1650,1650,1690000,43154.547859171595,10033.452410851685,16804.0,41994.0,65535.0,0.013284023668639053,0.986715976331361,7108.9580078125
inner_450_450_1550_1550,A,250,3,450,450,1550,1550,1210000,37188.774294214876,6634.189079291514,26230.0,36008.0,53501.0,0.00013636363636363637,0.9998636363636364,7296.8515625
inner_450_450_1550_1550,B,250,3,450,450,1550,1550,1210000,43726.30776033058,8515.201676087241,26038.0,42922.0,64703.0,0.008037190082644629,0.9919628099173554,7296.8515625
upper_350_250_1650_1550,A,250,3,350,250,1650,1550,1690000,34961.127144970415,7486.132721708423,16756.0,33832.0,52732.0,0.00010473372781065089,0.9998952662721894,6887.94189453125
upper_350_250_1650_1550,B,250,3,350,250,1650,1550,1690000,41237.68753668639,9593.686299386112,16804.0,39801.0,64319.0,0.0070917159763313605,0.9929082840236686,6887.94189453125
lower_350_450_1650_1750,A,250,3,350,450,1650,1750,1690000,38478.73209526627,8485.853734064855,16756.0,37337.0,57870.0,0.0005017751479289941,0.999498224852071,7283.4306640625
lower_350_450_1650_1750,B,250,3,350,450,1650,1750,1690000,45081.14778639053,10528.104522564252,16804.0,44506.0,65535.0,0.024845562130177516,0.9751544378698225,7283.4306640625
